author,authordescription,authorfavouritecount,authorfollowercount,authorfriendcount,authorid,authorimageurl,authorlang,authorlocation,authorname,authortimezone,authorurl,body,deviceinfo,docid,doclatitude,doclongitude,isretweet,referenceauthor,referenceauthorid,publisheddatetime,publisheddatetimestr,tags,listoflinks,mentionedusernames,mentionedusers,retweetcount
TheOmkarSethi,"Alia Bhatt - Cinema - Engineering, an IITian -  Use twitter occasionally - Gully Boy, Kalank, Brahm?stra Trilogy, Ashwiny Iyer Tiwari's next, Takht.",109588,19802,558,2871536623,http://pbs.twimg.com/profile_images/1000434127529627648/Evyg-upo_normal.jpg,en,"Pune, India",Alia's Omkar,,https://t.co/61T17n5Bg5,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.037722E18,,,1,,,1851866381,"6 September, 2018 3:19:41 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
Ankit_patel_AP,"....  ?? ?????? ??? ??? ????
#de_de_pyar_de
#total_dhamaal
#chanakya
#tanaji
 @ajaydevgn  
#singham3

@msdhoni
... #ChennaiSuperKings.. #csk",7672,93,362,8.5256275E17,http://pbs.twimg.com/profile_images/1030901614272557056/dVpRyr0r_normal.jpg,en,,Tanaji*DDPD .....,,,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1.0377219E18,,,1,,,1851866353,"6 September, 2018 3:19:13 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
DvPriyanka,,133,47,184,152194242,http://pbs.twimg.com/profile_images/1037703244581986304/cawZGRgX_normal.jpg,en,Kakinada,?????????,,,"RT @TheDeverakonda: 1 year! 

Until next time me and @imvangasandeep meet, you'll have to make do with this. #ArjunReddy

P.S. This was the…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377216E18,,,1,,,1851866272,"6 September, 2018 3:17:52 PM GMT",ArjunReddy,,Vijay Deverakonda;Sandeep Reddy Vanga,TheDeverakonda;imvangasandeep,3204
Thahzeebmohd,"|?DIEHARDSHAHIDKAPOORFAN| ?MY WORLD|?26TH AND 28TH 2017???|16TH AND 18TH  AUGUST 2018 SHAHIDKAPOOR RECOGNISED ME |

??MIDHAT KHAN|MAYA |SHALU | ??",41189,469,664,3224426190,http://pbs.twimg.com/profile_images/1035009677329752064/ENbtUgj1_normal.jpg,en,,? LIFE'S BIRTHDAY MONTH...?,,,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377215E18,,,1,,,1851866263,"6 September, 2018 3:17:43 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
Amirmurt,A Fan Club Of the Greatest Actor of Indian Cinema @TheDilipKumar (DKFC),70380,2473,327,2891947151,http://pbs.twimg.com/profile_images/970297421153603585/NvbxHOzs_normal.jpg,de,,Dilip Kumar Fan Club,,,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377214E18,,,1,,,1851866235,"6 September, 2018 3:17:15 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
shahidkapoorNet,"Welcome To A True FanClub Dedicated
To Our SuperStar @shahidkapoor | 
(Next Movies Batti Gul Meter Chalu & Arjun Reddy) 
? Admin Is Here ? @ParasShanatic",835,3764,51,469419995,http://pbs.twimg.com/profile_images/1031076108429656064/qhx3eL6O_normal.jpg,en,WorldWide,Shahid Kapoor Net,,https://t.co/jVmlVzQETK,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377214E18,,,1,,,1851866232,"6 September, 2018 3:17:12 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
yourboy_md,?? ?????? ???????,8967,663,515,4915917830,http://pbs.twimg.com/profile_images/1039089810592260096/rDTaEwSD_normal.jpg,en,Nagpur & Chennai,?????,,https://t.co/W632g39dlI,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377213E18,,,1,,,1851866217,"6 September, 2018 3:16:57 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
_Shahtastic1,"? Here For The Singham - @ajaydevgn
The Wait Is On For DDPD, Taanaji, Total Dhamaal. Previous Account @Shahtastic__1 Locked.  ?",598,57,110,1.0249998E18,http://pbs.twimg.com/profile_images/1025001364827631616/GngwnJEc_normal.jpg,en,Dubai/DXB,? Shah....!!  ?,,,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377211E18,,,1,,,1851866171,"6 September, 2018 3:16:11 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
_krishna_123,proud to be nepali and diehard fan of @shahidkapoor & leo Messi,106338,887,441,3042912505,http://pbs.twimg.com/profile_images/992038822199332864/kTLXGPzZ_normal.jpg,en,Nepal,krishna Bhattarai,,,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377211E18,,,1,,,1851866161,"6 September, 2018 3:16:01 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
abhirockstar09,Software Engineer And Cricket Lover......Big SRK Fan..,57258,266,1073,4887890364,http://pbs.twimg.com/profile_images/871933045095501827/pLv2arVd_normal.jpg,en,"Allahabad, India",Abhi Shukla,,,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.037721E18,,,1,,,1851866131,"6 September, 2018 3:15:31 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
suryastar237,"??? Suriya? , S ?, S ?, SaNa ?, ARR?? , O ??
. ?DC, ?Marvel, ?Religion",98791,3982,1524,2171844290,http://pbs.twimg.com/profile_images/1039157956942553089/slvJY0fT_normal.jpg,en,Chennai,Nandha,,,"RT @Suriya_abhimani: What is #prabhas 's target after #Bahubali , 
@TheDeverakonda is going to get that with #ArjunReddy  #InkemInkemInkemK…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377209E18,,,1,,,1851866110,"6 September, 2018 3:15:10 PM GMT",prabhas;Bahubali;ArjunReddy,,#NGK;Vijay Deverakonda,Suriya_abhimani;TheDeverakonda,1
satyendradb,a learner  and an optimist; want to help farmers..,33762,312,238,4688535025,http://pbs.twimg.com/profile_images/1018903862638284801/UXnZ9O36_normal.jpg,en,India,satyendra,,https://t.co/Wn3fbYjj5j,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377207E18,,,1,,,1851866066,"6 September, 2018 3:14:26 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
rakeshu05274833,Leader,3468,21,264,2472549895,http://pbs.twimg.com/profile_images/1027923436352372736/HENMhhFZ_normal.jpg,en,"Uttar Pradesh, India",Rakesh Upadhyay,,,RT @Rahulrautwrites: #StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's #ArjunR…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377206E18,,,1,,,1851866042,"6 September, 2018 3:14:02 PM GMT",StudentOfTheYear2,,Rahul Raut;Shahid Kapoor,Rahulrautwrites;shahidkapoor,42
Rahulrautwrites,"Freelance Hindi Film Journalist | Views Are Personal & Are No Way Connected To My Professional Commitment| @Peepingmoon 
rahulrautwrites@gmail.com",2808,7670,580,2347122337,http://pbs.twimg.com/profile_images/1032634528437682177/Wr6t2nQZ_normal.jpg,en,"Kathmandu, Nepal",Rahul Raut,,https://t.co/VqHq43BoRl,#StudentOfTheYear2 actress Tara Sutariya who was earlier finalized to play the lead heroine in @shahidkapoor's… https://t.co/mXOBKWrZpH,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377205E18,,,0,,,1851866028,"6 September, 2018 3:13:48 PM GMT",StudentOfTheYear2,https://twitter.com/i/web/status/1037720526431678464,Shahid Kapoor,shahidkapoor,42
AyanNaveen1,"Surya Anna Fan??
virat???
Thalaivar Rajini Fan ??
Sammu Addicts ?
Ronaldo CR7 Forever??
Justin beiber ?
Thalaiviiii Nayantara?

Troll Anil ??",31127,311,312,9.6957691E17,http://pbs.twimg.com/profile_images/1038049104184496128/vqwUUFIc_normal.jpg,en,"Chennai, India",NGK ??,,,"RT @AyanNaveen1: #PelliChupulu(2016) - Blockbuster
#ArjunReddy(2017) - Blockbuster
#GeethaGovindam(2018) - Blockbuster

Continues 3 Years S…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377203E18,,,1,,,1851865970,"6 September, 2018 3:12:50 PM GMT",PelliChupulu;ArjunReddy;GeethaGovindam,,NGK ??,AyanNaveen1,48
UnknownLounda,,299,18,215,1.0297224E18,http://pbs.twimg.com/profile_images/1037676266185416705/EtQfpN5q_normal.jpg,en,Somewhere in your mind.,Unknown User,,,"RT @PradeepHRx: Whatta PERFORMER!!! @TheDeverakonda?as Experienced as a Actor Done 10+ Films... Variations to Film2Film. Feeling so Proud,…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1.0377203E18,,,1,,,1851865963,"6 September, 2018 3:12:43 PM GMT",,,PRADEEP;Vijay Deverakonda,PradeepHRx;TheDeverakonda,4
Suriya_abhimani,"@Suriya_offl @Karthi_offl fan
Hyderabadi",8909,2188,133,3224240929,http://pbs.twimg.com/profile_images/1028642656975446022/zAfcvk0n_normal.jpg,en,"Kukatpally ,Hyderabad",#NGK,,https://t.co/MbnbRqo7yo,"What is #prabhas 's target after #Bahubali , 
@TheDeverakonda is going to get that with #ArjunReddy… https://t.co/0LRLIiQJ34","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377199E18,,,0,,,1851865875,"6 September, 2018 3:11:15 PM GMT",prabhas;Bahubali;ArjunReddy,https://twitter.com/i/web/status/1037719888444309505,Vijay Deverakonda,TheDeverakonda,1
EntDC,"The @DeccanChronicle's Entertainment section is your source for top celebrity gossip, celeb news, and entertainment news.",11,23065,380,2705856168,http://pbs.twimg.com/profile_images/593307326188097536/mX1Ri224_normal.jpg,en,"Mumbai, India",Deccan Chronicle - Entertainment,,https://t.co/776QpcUa8l,"Here's why @tarasutaria__ had to leave @shahidkapoor's #Arjunreddy 

#TaraSutaria #ShahidKapoor 

https://t.co/wR5zRjDsPF","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.037715E18,,,0,,,1851864714,"6 September, 2018 2:51:54 PM GMT",Arjunreddy;TaraSutaria;ShahidKapoor,https://deccanchronicle.com/entertainment/bollywood/060918/exclusive-tara-sutaria-walks-out-of-arjun-reddy-actress-to-be-announ.html,Tara Sutaria;Shahid Kapoor,tarasutaria__;shahidkapoor,1
GulteOfficial,"Official https://t.co/cBQS4RVIgY account. Aimed at delivering fast, accurate news relating to Movies, Politics, Sports & more. We majorly cater to Telugu people across world.",36,2898,172,2340680791,http://pbs.twimg.com/profile_images/433667075186229248/pCQrvbLt_normal.jpeg,en,"Hyderabad, Andhra Pradesh",Gulte,,https://t.co/WBnliBoWxm,"NOTA trailer: The 'ROWDY' chief minister!

https://t.co/D3hJhDRqDA #VijayDevarakonda #Arjunreddy #NOTATrailer #Rowdy","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377146E18,,,0,,,1851864612,"6 September, 2018 2:50:12 PM GMT",VijayDevarakonda;Arjunreddy;NOTATrailer;Rowdy,http://gulte.com/movienews/69007/NOTA-trailer-The-ROWDY-chief-minister,,,0
PradeepHRx,DHF of @iHrithik???? | #DarlingPrabhasLover? | Likes @nameisnani @TheDeverakonda @emraanhashmi | FunLoving Jovial Sensitive Caring??| Follow 2 knw more?,8016,191,143,9.126797E17,http://pbs.twimg.com/profile_images/1038336750454693888/B3dyicj8_normal.jpg,en,"Andhra Pradesh, India",PRADEEP,,,Whatta PERFORMER!!! @TheDeverakonda?as Experienced as a Actor Done 10+ Films... Variations to Film2Film. Feeling so… https://t.co/ip0XuPiwy3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377087E18,,,0,,,1851863215,"6 September, 2018 2:26:55 PM GMT",,https://twitter.com/i/web/status/1037708731012632576,Vijay Deverakonda,TheDeverakonda,4
Nandhusurya2000,"DIE HARD FAN OF SURYA? & MOVIE LOVER?
ROYAL MECH?",29099,140,1310,9.9337237E17,http://pbs.twimg.com/profile_images/993376794907742214/m0a4d9zh_normal.jpg,en,"Kerala, india",Nandhu surya,,,"RT @LycaTV: The #ArjunReddy fame Vijay Devarakonda's upcoming movie! #NOTA's official trailer is filled with #Politics and passion

Watch n…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0377079E18,,,1,,,1851863010,"6 September, 2018 2:23:30 PM GMT",ArjunReddy;NOTA;Politics,,Lyca TV,LycaTV,1
LycaTV,"Welcome to the official Twitter of @LycaTV The world's largest internet TV provider of live TV, on-demand streaming & movies with 250+ channels in 6 languages.",90,11614,7,3445943595,http://pbs.twimg.com/profile_images/879285373133668353/N7cO4KKE_normal.jpg,en,United Kingdom,Lyca TV,,https://t.co/5Pq4uO8Rqn,The #ArjunReddy fame Vijay Devarakonda's upcoming movie! #NOTA's official trailer is filled with #Politics and pass… https://t.co/WoCCT1LlF8,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0377072E18,,,0,,,1851862857,"6 September, 2018 2:20:57 PM GMT",ArjunReddy;NOTA;Politics,https://twitter.com/i/web/status/1037707228403257344,,,1
ramraj1992,"Concerned Human; Agnostic Indian & Sapiosexual Tamilan. Product Consultant @zoho ; ?? Films, Cricket & Music RT != ENDORSEMENTS",777,381,1192,181559134,http://pbs.twimg.com/profile_images/1021213373734645761/XUwf1XWh_normal.jpg,en,Chennai,Ramraj,,https://t.co/nkEozCI7c7,"The fire in his eyes:
Another star who can emote well with his eyes is none other than #ArjunReddy @TheDeverakonda… https://t.co/tBq4Gxw1tW","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0377018E18,,,0,,,1851861560,"6 September, 2018 1:59:20 PM GMT",ArjunReddy,https://twitter.com/i/web/status/1037701788797874177,Vijay Deverakonda,TheDeverakonda,0
cmurallimuralli,,1731,20,202,9.5392659E17,http://pbs.twimg.com/profile_images/1038376641464942594/1iu_7R_l_normal.jpg,en,,Cmurallimuralli,,,"RT @telugufilmnagar: #ThrowbackThursday
???? ???? ????? ?????? ???????? ?
Enjoy Watching This Hilarious Conversation b/w @TheDeverakonda &…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376984E18,,,1,,,1851860741,"6 September, 2018 1:45:41 PM GMT",ThrowbackThursday,,Telugu Filmnagar;Vijay Deverakonda,telugufilmnagar;TheDeverakonda,5
sama_mahesh25,,0,2,24,2912847116,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,sama.mahesh,,,If #ARJUNREDDY is poor and jobless story would become #RX100  #antifeminism,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",1.0376978E18,,,0,,,1851860607,"6 September, 2018 1:43:27 PM GMT",ARJUNREDDY;RX100;antifeminism,,,,0
imsankarr7,Believe ln Yourself,6663,293,4374,443591550,http://pbs.twimg.com/profile_images/1036893482676248576/3nRADJj9_normal.jpg,en,"Rasipuram, India",SankarSR7,,,"RT @33Sarath: At this point , I was strongly expecting the famous #Arjunreddy dialogue. 
#NotaTrailer turned out be very exciting. 
Congrat…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376963E18,,,1,,,1851860245,"6 September, 2018 1:37:25 PM GMT",Arjunreddy;NotaTrailer,,Sarath,33Sarath,3
s_mahesh25,,67,15,54,1509299707,http://pbs.twimg.com/profile_images/746367299901259777/KHIcseqx_normal.jpg,en,"Vijayawada, India",Mahesh prasad,,,if #Arjunreddy is poor and jobless then story would become #RX100,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.037695E18,,,0,,,1851859931,"6 September, 2018 1:32:11 PM GMT",Arjunreddy;RX100,,,,0
KettavanMari,"@akshayaavj Dream Queen  ? | 
devotee Of @suriya_offl ? |

| only Born To Enjoy | ?",7401,338,517,8.2713072E17,http://pbs.twimg.com/profile_images/1039102688485502976/2om0T1fB_normal.jpg,en,"Madurai karan ? South, India",? | Mr. RowDy ™ | ?,,https://t.co/AcZd62VzCC,"RT @33Sarath: At this point , I was strongly expecting the famous #Arjunreddy dialogue. 
#NotaTrailer turned out be very exciting. 
Congrat…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376895E18,,,1,,,1851858641,"6 September, 2018 1:10:41 PM GMT",Arjunreddy;NotaTrailer,,Sarath,33Sarath,3
33Sarath,,533,5,47,847658846,http://pbs.twimg.com/profile_images/937965215651467264/pzH-9-R2_normal.jpg,en,,Sarath,,,"At this point , I was strongly expecting the famous #Arjunreddy dialogue. 
#NotaTrailer turned out be very exciting… https://t.co/O25pJ9iHkV","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",1.0376893E18,,,0,,,1851858588,"6 September, 2018 1:09:48 PM GMT",Arjunreddy;NotaTrailer,https://twitter.com/i/web/status/1037689321921245184,,,3
AaqibKiffa,vet on making ??soon Dr.Aaqib kiffa ??? #Pondicherrian #blacklove #iphone? #harleydavidson?,152,47,256,8.0568889E17,http://pbs.twimg.com/profile_images/824774472439910402/8t9JiY6t_normal.jpg,en,pondicherry,ppl_call_me_vet,,https://t.co/vCxnM0Xqhd,"In #Arjunreddy movie @imvangasandeep used tulu caste !! 
Which caste from Tamilnadu will b used by @directorbala in… https://t.co/3JWpifVyKH","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0376872E18,,,0,,,1851858085,"6 September, 2018 1:01:25 PM GMT",Arjunreddy,https://twitter.com/i/web/status/1037687212102447104,Sandeep Reddy Vanga;Bala Subramaniam,imvangasandeep;directorbala,0
ManojAnand_22,To know about me.... U can just Msg me up there???......That is more convenient way But Don't jus follow me Coz I'm already lost?,165,68,126,7.7277776E17,http://pbs.twimg.com/profile_images/1035929772180697088/FOIbqoJI_normal.jpg,en,"Chennai, India",MJ,,,Arjun reddy in politics.....equals NOTA.....Fearsome Swag Trailer #NotaTrailer #vijaydeverakonda #Arjunreddy… https://t.co/ulkVUdJqo6,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376803E18,,,0,,,1851856437,"6 September, 2018 12:33:57 PM GMT",NotaTrailer;vijaydeverakonda;Arjunreddy,https://twitter.com/i/web/status/1037680302410194944,,,0
Mani5062,,1107,9,151,9.7211394E17,http://pbs.twimg.com/profile_images/1001509577232334849/OvDYg12A_normal.jpg,en,"Hyderabad, India",Mani,,,@TheDeverakonda Brother super trailer...hatrick hits #Arjunreddy  #GeethaGovindham #NOTA ??????,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376785E18,,,0,TheDeverakonda,9.027925E17,1851856011,"6 September, 2018 12:26:51 PM GMT",Arjunreddy;GeethaGovindham;NOTA,,Vijay Deverakonda,TheDeverakonda,0
iamHarshaGurram,"? Forever RC & RE 
#RRR ? Taarak?
MSDian???
Kaushal Army?????
ROWDY ??",13834,48,389,9.5497521E17,http://pbs.twimg.com/profile_images/1037299396168187904/NrB_6fJ5_normal.jpg,en,Parkal,Harsha Gurram,,,"RT @telugufilmnagar: #ThrowbackThursday
???? ???? ????? ?????? ???????? ?
Enjoy Watching This Hilarious Conversation b/w @TheDeverakonda &…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376773E18,,,1,,,1851855712,"6 September, 2018 12:21:52 PM GMT",ThrowbackThursday,,Telugu Filmnagar;Vijay Deverakonda,telugufilmnagar;TheDeverakonda,5
RajaDhruva4,,16319,44,184,1.0108111E18,http://pbs.twimg.com/profile_images/1010812859226476549/wxJkt6YF_normal.jpg,en,"Bellary, India",Raja Dhruva,,,"RT @telugufilmnagar: #ThrowbackThursday
???? ???? ????? ?????? ???????? ?
Enjoy Watching This Hilarious Conversation b/w @TheDeverakonda &…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376766E18,,,1,,,1851855556,"6 September, 2018 12:19:16 PM GMT",ThrowbackThursday,,Telugu Filmnagar;Vijay Deverakonda,telugufilmnagar;TheDeverakonda,5
Saiteja733746,Fan of Ram Charan Teja,427,27,70,9.3260762E17,http://pbs.twimg.com/profile_images/1011067050356301824/VPgsaFyU_normal.jpg,en,"Karimnagar, India",Saiteja,,https://t.co/XMTNYTY3jF,"#NOTATrailer is outstanding 
I think this is going to be a best film after #Arjunreddy to all rowdyfans… https://t.co/AnGXQZTjVv","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376737E18,,,0,,,1851854864,"6 September, 2018 12:07:44 PM GMT",NOTATrailer;Arjunreddy,https://twitter.com/i/web/status/1037673705051238402,,,0
cinesunlights,"Hey fans,
Welcome to our page Cine Sunlights.
Information, Promotion of Short and feature Movie, Supporters of Young artists, Prod.",117,32,495,1.0261693E18,http://pbs.twimg.com/profile_images/1026169935943421953/fs7chsdf_normal.jpg,fr,"Paris, France",Cine Sunlights,,,"#ArjunReddy #VijayDeverakonda's #NOTA Tamil Official Trailer ??
An #AnandShankar Film ! https://t.co/v62UEmp1fr","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",1.0376734E18,,,0,,,1851854788,"6 September, 2018 12:06:28 PM GMT",ArjunReddy;VijayDeverakonda;NOTA;AnandShankar,https://www.youtube.com/watch?v=osMlqctOd8E,,,0
DeepiTweetz_,if everything was perfect would never learn and never grow :-) Vijay??Music Addict?????Life s very short..Enjoy each & every second!! MSD??,9431,1178,273,1685593675,http://pbs.twimg.com/profile_images/1009893405516652544/F0S_EkOs_normal.jpg,en,Kumbakonam,D??????,,,#GeethaGovindam ? perfect chemistry ??better than #ArjunReddy heroine ??? @iamRashmika https://t.co/NADoY7xg9B,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.0376732E18,,,0,,,1851854740,"6 September, 2018 12:05:40 PM GMT",GeethaGovindam;ArjunReddy,,Rashmika Mandanna,iamRashmika,0
avijayreddya,praBOSS ?? roHITMAN ?? YS jaGUN ?? Nellore,5899,67,330,8.2958923E17,http://pbs.twimg.com/profile_images/1037409240468451333/YvLBMYq3_normal.jpg,en,"Bengaluru, India",praBOSS FaN,,,"RT @telugufilmnagar: #ThrowbackThursday
???? ???? ????? ?????? ???????? ?
Enjoy Watching This Hilarious Conversation b/w @TheDeverakonda &…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376724E18,,,1,,,1851854556,"6 September, 2018 12:02:36 PM GMT",ThrowbackThursday,,Telugu Filmnagar;Vijay Deverakonda,telugufilmnagar;TheDeverakonda,5
telugufilmnagar,The only destination for Telugu movie buffs. https://t.co/WajDGQlLPJ,2774,487172,226,268758073,http://pbs.twimg.com/profile_images/1012658672240070657/eNLoKvcg_normal.jpg,en,"Hyderabad, India",Telugu Filmnagar,,https://t.co/WajDGQlLPJ,"#ThrowbackThursday
???? ???? ????? ?????? ???????? ?
Enjoy Watching This Hilarious Conversation b/w @TheDeverakonda… https://t.co/PcSiiFetJx","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.0376718E18,,,0,,,1851854399,"6 September, 2018 11:59:59 AM GMT",ThrowbackThursday,https://twitter.com/i/web/status/1037671750878879745,Vijay Deverakonda,TheDeverakonda,5
cutiepiekritz,Let the heart?love @shahidkapoor ? let the world jealous??,24064,2553,385,726392702,http://pbs.twimg.com/profile_images/1038858894309842945/IFSJCwK2_normal.jpg,en,Apne limit mai :p,K R I T I ?,,https://t.co/V8vS7EBIA8,RT @ShahidWebsite: Article : Sandeep confirmed that Shahid is on board and that the yet-untitled project will start rolling from July. ??…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.037669E18,,,1,,,1851853743,"6 September, 2018 11:49:03 AM GMT",,,Shahid Kapoor Website | Batti ?Gul Meter Chalu,ShahidWebsite,28
pvAvinash1,,44606,236,140,1819605728,http://pbs.twimg.com/profile_images/1034534382025891840/_y57oV7U_normal.jpg,en,"Hyderabad, India",Avinash Chowdary,,https://t.co/gbHGkojMfi,"#NotaTrailer this will be a great political storm, and also drains out the record's of #Arjunreddy for sure..
All t… https://t.co/s9JIUT0397","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0376641E18,,,0,,,1851852566,"6 September, 2018 11:29:26 AM GMT",NotaTrailer;Arjunreddy,https://twitter.com/i/web/status/1037664064464285701,,,0
coffeewidcinema,"Photography.
Cinema.
Music.
Coffee.",52,365,367,372349912,http://pbs.twimg.com/profile_images/985406906742091776/Y3XohtY0_normal.jpg,en,"Chennai, India",Aravindh Kalaivendan,,https://t.co/2C1nutI2SZ,"And comparing #ArjunReddy with #Rx100 , I would say it's really a bad Idea. Impact of Arjun Reddy will last forever.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.037657E18,,,0,,,1851850873,"6 September, 2018 11:01:13 AM GMT",ArjunReddy;Rx100,,,,0
